"invoice_id","city","category","unit_price","quantity","sale_date","sale_time","payment_method","rating"
792,"Sugar Land","Health and beauty","68.55",4,"2019-02-15","20:21:00","Credit card","9.20"
793,"Corpus Christi","Home and lifestyle","97.37",10,"2019-01-15","13:48:00","Credit card","4.90"
794,"Mesquite","Electronic accessories","92.60",7,"2019-02-27","12:52:00","Credit card","9.30"
795,"Canyon","Electronic accessories","46.61",2,"2019-02-26","12:28:00","Credit card","6.60"
796,"Houston","Fashion accessories","27.18",2,"2019-03-15","16:26:00","Ewallet","4.30"
797,"Haltom City","Home and lifestyle","60.87",1,"2019-01-24","13:24:00","Cash","5.50"
798,"Lancaster","Sports and travel","24.49",10,"2019-02-22","15:15:00","Cash","8.10"
799,"Mineral Wells","Health and beauty","92.78",1,"2019-03-15","10:50:00","Credit card","9.80"
800,"Haltom City","Home and lifestyle","86.69",5,"2019-02-11","18:38:00","Ewallet","9.40"
801,"San Marcos","Sports and travel","23.01",6,"2019-01-12","16:45:00","Ewallet","7.90"
802,"Fort Worth","Electronic accessories","30.20",8,"2019-03-03","19:30:00","Ewallet","5.10"
803,"League City","Fashion accessories","67.39",7,"2019-03-23","13:23:00","Ewallet","6.90"
804,"Eagle Pass","Fashion accessories","48.96",9,"2019-03-04","11:27:00","Cash","8.00"
805,"Plano","Electronic accessories","75.59",9,"2019-02-23","11:12:00","Cash","8.00"
806,"Weslaco","Home and lifestyle","77.47",4,"2019-03-17","16:36:00","Cash","4.20"
807,"Nacogdoches","Sports and travel","93.18",2,"2019-01-16","18:41:00","Credit card","8.50"
808,"Waco","Electronic accessories","50.23",4,"2019-01-08","17:12:00","Cash","9.00"
809,"Edinburg","Health and beauty","17.75",1,"2019-01-14","10:38:00","Cash","8.60"
810,"Pflugerville","Fashion accessories","62.18",10,"2019-01-31","10:33:00","Ewallet","6.00"
811,"Brownsville","Health and beauty","10.75",8,"2019-03-15","14:38:00","Ewallet","6.20"
812,"Weslaco","Electronic accessories","40.26",10,"2019-02-24","18:06:00","Cash","5.00"
813,"Rosenberg","Sports and travel","64.97",5,"2019-02-08","12:52:00","Credit card","6.50"
814,"Coppell","Electronic accessories","95.15",1,"2019-03-22","14:00:00","Cash","6.00"
815,"Odessa","Electronic accessories","48.62",8,"2019-01-24","10:57:00","Cash","5.00"
816,"Lancaster","Food and beverages","53.21",8,"2019-03-14","16:45:00","Ewallet","5.00"
817,"Port Arthur","Fashion accessories","45.44",7,"2019-01-23","11:15:00","Cash","9.20"
818,"Del Rio","Food and beverages","33.88",8,"2019-01-19","20:29:00","Ewallet","9.60"
819,"Corpus Christi","Health and beauty","96.16",4,"2019-01-27","20:03:00","Credit card","8.40"
820,"Rosenberg","Food and beverages","47.16",5,"2019-02-03","14:35:00","Credit card","6.00"
821,"Rockwall","Electronic accessories","52.89",4,"2019-03-25","16:32:00","Ewallet","6.70"
822,"Plano","Home and lifestyle","47.68",2,"2019-02-24","10:10:00","Credit card","4.10"
823,"Harlingen","Sports and travel","10.17",1,"2019-02-07","14:15:00","Cash","5.90"
824,"San Angelo","Health and beauty","68.71",3,"2019-03-04","10:05:00","Cash","8.70"
825,"Bryan","Sports and travel","60.08",7,"2019-02-14","11:36:00","Credit card","4.50"
826,"Lubbock","Sports and travel","22.01",4,"2019-01-29","18:15:00","Credit card","6.60"
827,"Seguin","Health and beauty","72.11",9,"2019-01-28","13:53:00","Credit card","7.70"
828,"Plano","Fashion accessories","41.28",3,"2019-03-26","18:37:00","Credit card","8.50"
829,"Killeen","Electronic accessories","64.95",10,"2019-03-24","18:27:00","Cash","5.20"
913,"Georgetown","Home and lifestyle","93.12",8,"2019-02-07","10:09:00","Cash","6.80"
830,"Lubbock","Electronic accessories","74.22",10,"2019-01-01","14:42:00","Credit card","4.30"
831,"San Antonio","Electronic accessories","10.56",8,"2019-01-24","17:43:00","Cash","7.60"
832,"Waxahachie","Health and beauty","62.57",4,"2019-02-25","18:37:00","Cash","9.50"
833,"Del Rio","Sports and travel","11.85",8,"2019-01-09","16:34:00","Cash","4.10"
834,"Weslaco","Health and beauty","91.30",1,"2019-02-14","14:42:00","Cash","9.20"
835,"DeSoto","Home and lifestyle","40.73",7,"2019-03-12","11:01:00","Ewallet","5.40"
836,"Weslaco","Fashion accessories","52.38",1,"2019-03-26","19:44:00","Cash","5.80"
837,"Farmers Branch","Fashion accessories","38.54",5,"2019-01-09","13:34:00","Ewallet","5.60"
838,"Mineral Wells","Sports and travel","44.63",6,"2019-01-02","20:08:00","Credit card","5.10"
839,"Huntsville","Electronic accessories","55.87",10,"2019-01-15","15:01:00","Cash","5.80"
840,"Kerrville","Sports and travel","29.22",6,"2019-01-01","11:40:00","Ewallet","5.00"
841,"Rowlett","Fashion accessories","51.94",3,"2019-02-15","15:21:00","Cash","7.90"
842,"Hurst","Electronic accessories","60.30",1,"2019-02-28","17:38:00","Cash","6.00"
843,"Nacogdoches","Sports and travel","39.47",2,"2019-03-02","16:16:00","Credit card","5.00"
844,"Cedar Park","Food and beverages","14.87",2,"2019-02-13","18:15:00","Credit card","8.90"
845,"New Braunfels","Fashion accessories","21.32",1,"2019-01-26","12:43:00","Cash","5.90"
846,"New Braunfels","Electronic accessories","93.78",3,"2019-01-30","11:32:00","Credit card","5.90"
847,"Frisco","Electronic accessories","73.26",1,"2019-01-27","18:08:00","Ewallet","9.70"
848,"Denton","Sports and travel","22.38",1,"2019-01-30","17:08:00","Credit card","8.60"
849,"McKinney","Food and beverages","72.88",9,"2019-01-08","19:38:00","Cash","4.00"
850,"Pearland","Fashion accessories","99.10",6,"2019-01-19","13:11:00","Cash","4.20"
851,"Waxahachie","Fashion accessories","74.10",1,"2019-01-25","11:05:00","Cash","9.20"
852,"Sherman","Fashion accessories","98.48",2,"2019-02-19","10:12:00","Ewallet","9.20"
853,"Richardson","Health and beauty","53.19",7,"2019-01-14","15:42:00","Ewallet","5.00"
854,"Angleton","Electronic accessories","52.79",10,"2019-02-25","11:58:00","Ewallet","10.00"
855,"Waxahachie","Health and beauty","95.95",5,"2019-01-23","14:21:00","Ewallet","8.80"
856,"Angleton","Fashion accessories","36.51",9,"2019-02-16","10:52:00","Cash","4.20"
857,"North Richland Hills","Food and beverages","21.12",8,"2019-01-01","19:31:00","Cash","6.30"
858,"Haltom City","Home and lifestyle","28.31",4,"2019-03-07","18:35:00","Cash","8.20"
859,"Angleton","Health and beauty","57.59",6,"2019-02-15","13:51:00","Cash","5.10"
860,"Alice","Food and beverages","47.63",9,"2019-01-23","12:35:00","Cash","5.00"
861,"Del Rio","Home and lifestyle","86.27",1,"2019-02-20","13:24:00","Ewallet","7.00"
862,"Burleson","Sports and travel","12.76",2,"2019-01-08","18:06:00","Ewallet","7.80"
863,"Lewisville","Home and lifestyle","11.28",9,"2019-03-17","11:55:00","Credit card","4.30"
864,"Amarillo","Home and lifestyle","51.07",7,"2019-01-12","11:42:00","Cash","7.00"
865,"Mansfield","Electronic accessories","79.59",3,"2019-01-08","14:30:00","Cash","6.60"
866,"San Marcos","Health and beauty","33.81",3,"2019-01-26","15:11:00","Ewallet","7.30"
867,"Kerrville","Sports and travel","90.53",8,"2019-03-15","14:48:00","Credit card","6.50"
868,"Conroe","Health and beauty","62.82",2,"2019-01-17","12:36:00","Ewallet","4.90"
869,"New Braunfels","Food and beverages","24.31",3,"2019-01-08","19:09:00","Credit card","4.30"
870,"San Angelo","Sports and travel","64.59",4,"2019-01-06","13:35:00","Ewallet","9.30"
871,"Weslaco","Food and beverages","24.82",7,"2019-02-16","10:33:00","Cash","7.10"
872,"Little Elm","Fashion accessories","56.50",1,"2019-03-13","15:45:00","Ewallet","9.60"
873,"Fort Worth","Electronic accessories","21.43",10,"2019-01-28","11:51:00","Cash","6.20"
874,"Pflugerville","Sports and travel","89.06",6,"2019-01-18","17:26:00","Cash","9.90"
875,"Temple","Home and lifestyle","23.29",4,"2019-03-19","11:52:00","Credit card","5.90"
876,"Haltom City","Home and lifestyle","65.26",8,"2019-03-15","14:04:00","Ewallet","6.30"
877,"Temple","Fashion accessories","52.35",1,"2019-02-12","17:49:00","Cash","4.00"
878,"Flower Mound","Electronic accessories","39.75",1,"2019-02-25","20:19:00","Cash","6.10"
879,"Haltom City","Electronic accessories","90.02",8,"2019-03-21","16:08:00","Credit card","4.50"
880,"Irving","Electronic accessories","12.10",8,"2019-01-19","10:17:00","Ewallet","8.60"
881,"Midland","Food and beverages","33.21",10,"2019-01-08","14:25:00","Ewallet","6.00"
882,"Schertz","Fashion accessories","10.18",8,"2019-03-30","12:51:00","Credit card","9.50"
883,"Brownwood","Sports and travel","31.99",10,"2019-02-20","15:18:00","Credit card","9.90"
884,"Weslaco","Home and lifestyle","34.42",6,"2019-03-30","12:45:00","Cash","7.50"
885,"San Antonio","Food and beverages","83.34",2,"2019-03-19","13:37:00","Cash","7.60"
886,"Grand Prairie","Sports and travel","45.58",7,"2019-01-13","10:03:00","Cash","5.00"
887,"Abilene","Food and beverages","87.90",1,"2019-02-05","19:42:00","Ewallet","6.70"
888,"Houston","Electronic accessories","73.47",10,"2019-03-23","13:14:00","Ewallet","9.50"
889,"Angleton","Fashion accessories","12.19",8,"2019-03-13","12:47:00","Ewallet","6.80"
890,"Waco","Sports and travel","76.92",10,"2019-03-17","19:53:00","Ewallet","5.60"
891,"Lake Jackson","Health and beauty","83.66",5,"2019-02-21","10:26:00","Cash","7.20"
892,"Pflugerville","Electronic accessories","57.91",8,"2019-02-07","15:06:00","Cash","8.10"
893,"Grand Prairie","Fashion accessories","92.49",5,"2019-03-02","16:35:00","Credit card","8.60"
894,"Georgetown","Electronic accessories","28.38",5,"2019-03-06","20:57:00","Cash","9.40"
895,"San Marcos","Electronic accessories","50.45",6,"2019-02-06","15:16:00","Credit card","8.90"
896,"New Braunfels","Health and beauty","99.16",8,"2019-01-28","17:47:00","Credit card","4.20"
897,"DeSoto","Fashion accessories","60.74",7,"2019-01-18","16:23:00","Ewallet","5.00"
898,"Longview","Food and beverages","47.27",6,"2019-02-05","10:17:00","Cash","8.80"
899,"Corpus Christi","Health and beauty","85.60",7,"2019-03-02","13:50:00","Cash","5.30"
900,"Farmers Branch","Food and beverages","35.04",9,"2019-02-09","19:17:00","Ewallet","4.60"
901,"Longview","Electronic accessories","44.84",9,"2019-01-14","14:00:00","Credit card","7.50"
902,"Weatherford","Home and lifestyle","45.97",4,"2019-02-09","12:02:00","Ewallet","5.10"
903,"Lubbock","Health and beauty","27.73",5,"2019-03-26","20:21:00","Credit card","4.20"
904,"Mansfield","Food and beverages","11.53",7,"2019-01-28","17:35:00","Cash","8.10"
905,"Garland","Health and beauty","58.32",2,"2019-02-14","12:42:00","Ewallet","6.00"
906,"Hurst","Home and lifestyle","78.38",4,"2019-03-24","17:56:00","Cash","7.90"
907,"Bedford","Health and beauty","84.61",10,"2019-02-09","18:58:00","Credit card","8.80"
908,"San Marcos","Health and beauty","82.88",5,"2019-03-24","14:08:00","Credit card","6.60"
909,"McAllen","Food and beverages","79.54",2,"2019-03-27","16:30:00","Ewallet","6.20"
910,"Plano","Home and lifestyle","49.01",10,"2019-01-27","10:44:00","Credit card","4.20"
911,"Georgetown","Food and beverages","29.15",3,"2019-03-27","20:29:00","Credit card","7.30"
912,"Dallas","Electronic accessories","56.13",4,"2019-01-19","11:43:00","Ewallet","8.60"
914,"College Station","Fashion accessories","51.34",8,"2019-01-31","10:00:00","Ewallet","7.60"
915,"Fort Worth","Food and beverages","99.60",3,"2019-02-25","18:45:00","Cash","5.80"
916,"Odessa","Electronic accessories","35.49",6,"2019-02-02","12:40:00","Cash","4.10"
917,"Houston","Sports and travel","42.85",1,"2019-03-14","15:36:00","Credit card","9.30"
918,"Abilene","Fashion accessories","94.67",4,"2019-03-11","12:04:00","Cash","6.80"
919,"Euless","Home and lifestyle","68.97",3,"2019-02-22","11:26:00","Ewallet","8.70"
920,"Rockwall","Electronic accessories","26.26",3,"2019-03-02","12:36:00","Ewallet","6.30"
921,"Lake Jackson","Home and lifestyle","35.79",9,"2019-03-10","15:06:00","Credit card","5.10"
922,"Coppell","Home and lifestyle","16.37",6,"2019-02-08","10:58:00","Cash","7.00"
923,"Port Arthur","Home and lifestyle","12.73",2,"2019-02-22","12:10:00","Credit card","5.20"
924,"Burleson","Sports and travel","83.14",7,"2019-01-10","10:31:00","Credit card","6.60"
925,"Waxahachie","Sports and travel","35.22",6,"2019-03-14","13:49:00","Ewallet","6.50"
926,"Dallas","Electronic accessories","13.78",4,"2019-01-10","11:10:00","Ewallet","9.00"
927,"Waxahachie","Sports and travel","88.31",1,"2019-02-15","17:38:00","Credit card","5.20"
928,"Lufkin","Health and beauty","39.62",9,"2019-01-13","17:54:00","Credit card","6.80"
929,"Sherman","Electronic accessories","88.25",9,"2019-02-15","20:51:00","Credit card","7.60"
930,"Carrollton","Sports and travel","25.31",2,"2019-03-02","19:26:00","Ewallet","7.20"
931,"Galveston","Home and lifestyle","99.92",6,"2019-03-24","13:33:00","Ewallet","7.10"
932,"Baytown","Fashion accessories","83.35",2,"2019-02-02","14:05:00","Credit card","9.50"
933,"Sugar Land","Food and beverages","74.44",10,"2019-02-27","11:40:00","Ewallet","5.10"
934,"Irving","Health and beauty","64.08",7,"2019-01-20","12:27:00","Ewallet","7.60"
935,"El Paso","Home and lifestyle","63.15",6,"2019-01-03","20:24:00","Ewallet","9.80"
936,"Weatherford","Home and lifestyle","85.72",3,"2019-01-24","20:59:00","Ewallet","5.10"
937,"Friendswood","Health and beauty","78.89",7,"2019-01-05","19:48:00","Ewallet","7.50"
938,"North Richland Hills","Sports and travel","89.48",5,"2019-03-30","10:18:00","Cash","7.40"
939,"Cleburne","Health and beauty","92.09",3,"2019-02-17","16:27:00","Cash","4.20"
940,"Haltom City","Food and beverages","57.29",6,"2019-03-21","17:04:00","Ewallet","5.90"
941,"Angleton","Food and beverages","66.52",4,"2019-03-02","18:14:00","Ewallet","6.90"
942,"Big Spring","Fashion accessories","99.82",9,"2019-03-27","10:43:00","Cash","6.60"
943,"Weslaco","Home and lifestyle","45.68",10,"2019-01-19","19:30:00","Cash","5.70"
944,"Waco","Health and beauty","50.79",5,"2019-02-19","14:53:00","Credit card","5.30"
945,"Port Arthur","Health and beauty","10.08",7,"2019-03-28","20:14:00","Cash","4.20"
946,"Alice","Electronic accessories","93.88",7,"2019-01-05","11:51:00","Credit card","7.30"
947,"Arlington","Electronic accessories","84.25",2,"2019-03-26","14:13:00","Credit card","5.30"
948,"Plano","Fashion accessories","53.78",1,"2019-02-03","20:13:00","Ewallet","4.70"
949,"Pharr","Home and lifestyle","35.81",5,"2019-02-06","18:44:00","Ewallet","7.90"
950,"Killeen","Food and beverages","26.43",8,"2019-02-24","14:26:00","Ewallet","8.90"
951,"Friendswood","Health and beauty","39.91",3,"2019-02-21","12:40:00","Ewallet","9.30"
952,"Longview","Home and lifestyle","21.90",3,"2019-01-09","18:43:00","Ewallet","4.70"
953,"Fort Worth","Food and beverages","62.85",4,"2019-02-25","13:22:00","Ewallet","8.70"
954,"Grapevine","Food and beverages","21.04",4,"2019-01-13","13:58:00","Cash","7.60"
955,"Lufkin","Home and lifestyle","65.91",6,"2019-02-09","11:45:00","Cash","5.70"
956,"Coppell","Fashion accessories","42.57",7,"2019-01-06","11:51:00","Cash","6.80"
957,"Bryan","Food and beverages","50.49",9,"2019-01-10","17:16:00","Cash","5.40"
958,"Rosenberg","Electronic accessories","46.02",6,"2019-02-07","15:55:00","Cash","7.10"
959,"Angleton","Home and lifestyle","15.80",10,"2019-01-09","12:07:00","Cash","7.80"
960,"Waco","Food and beverages","98.66",9,"2019-02-19","15:07:00","Cash","8.40"
961,"Irving","Fashion accessories","91.98",1,"2019-03-18","15:29:00","Cash","9.80"
962,"Mesquite","Electronic accessories","20.89",2,"2019-02-05","18:45:00","Cash","9.80"
963,"Galveston","Fashion accessories","15.50",1,"2019-03-19","15:23:00","Credit card","7.40"
964,"Waxahachie","Electronic accessories","96.82",3,"2019-03-30","20:37:00","Cash","6.70"
965,"Little Elm","Food and beverages","33.33",2,"2019-01-26","14:41:00","Credit card","6.40"
966,"Lewisville","Electronic accessories","38.27",2,"2019-03-02","18:18:00","Credit card","5.80"
967,"Waxahachie","Home and lifestyle","33.30",9,"2019-03-04","15:27:00","Ewallet","7.20"
968,"North Richland Hills","Home and lifestyle","81.01",3,"2019-01-13","12:55:00","Credit card","9.30"
969,"Garland","Health and beauty","15.80",3,"2019-03-25","18:02:00","Cash","9.50"
970,"Denton","Electronic accessories","34.49",5,"2019-03-11","19:44:00","Credit card","9.00"
971,"Eagle Pass","Food and beverages","84.63",10,"2019-01-01","11:36:00","Credit card","9.00"
972,"Round Rock","Home and lifestyle","36.91",7,"2019-02-10","13:51:00","Ewallet","6.70"
973,"Austin","Electronic accessories","87.08",7,"2019-01-26","15:17:00","Cash","5.50"
974,"Arlington","Home and lifestyle","80.08",3,"2019-02-11","15:29:00","Cash","5.40"
975,"Odessa","Fashion accessories","86.13",2,"2019-02-07","17:59:00","Cash","8.20"
976,"Port Arthur","Fashion accessories","49.92",2,"2019-03-06","11:55:00","Credit card","7.00"
977,"Friendswood","Food and beverages","74.66",4,"2019-03-04","10:39:00","Cash","8.50"
978,"Little Elm","Food and beverages","26.60",6,"2019-02-26","15:10:00","Ewallet","4.90"
979,"Angleton","Electronic accessories","25.45",1,"2019-03-10","18:10:00","Credit card","5.10"
980,"College Station","Food and beverages","67.77",1,"2019-02-04","20:43:00","Credit card","6.50"
981,"Lancaster","Food and beverages","59.59",4,"2019-01-19","12:46:00","Cash","9.80"
982,"Midland","Health and beauty","58.15",4,"2019-01-23","17:44:00","Cash","8.40"
983,"Killeen","Sports and travel","97.48",9,"2019-03-14","14:19:00","Ewallet","7.40"
984,"Texas City","Health and beauty","99.96",7,"2019-01-23","10:33:00","Cash","6.10"
985,"Farmers Branch","Electronic accessories","96.37",7,"2019-01-09","11:40:00","Cash","6.00"
986,"Waco","Fashion accessories","63.71",5,"2019-02-07","19:30:00","Ewallet","8.50"
987,"Weslaco","Health and beauty","14.76",2,"2019-02-18","14:42:00","Cash","4.30"
988,"Allen","Health and beauty","62.00",8,"2019-01-03","19:08:00","Credit card","6.20"
989,"Grand Prairie","Electronic accessories","82.34",10,"2019-03-29","19:12:00","Ewallet","4.30"
990,"Big Spring","Health and beauty","75.37",8,"2019-01-28","15:46:00","Credit card","8.40"
991,"Euless","Food and beverages","56.56",5,"2019-03-22","19:06:00","Credit card","4.50"
992,"Houston","Sports and travel","76.60",10,"2019-01-24","18:10:00","Ewallet","6.00"
993,"Waxahachie","Electronic accessories","58.03",2,"2019-03-10","20:46:00","Ewallet","8.80"
994,"Bryan","Fashion accessories","17.49",10,"2019-02-22","18:35:00","Ewallet","6.60"
995,"Flower Mound","Electronic accessories","60.95",1,"2019-02-18","11:40:00","Ewallet","5.90"
996,"Garland","Health and beauty","40.35",1,"2019-01-29","13:46:00","Ewallet","6.20"
997,"Fort Worth","Home and lifestyle","97.38",10,"2019-03-02","17:16:00","Ewallet","4.40"
998,"Mission","Food and beverages","31.84",1,"2019-02-09","13:22:00","Ewallet","7.70"
999,"Big Spring","Home and lifestyle","65.82",1,"2019-02-22","15:33:00","Cash","4.10"
1000,"Waco","Fashion accessories","88.34",7,"2019-02-18","13:28:00","Cash","6.60"
1001,"Garland","Home and lifestyle","55.00",2,"2022-10-09","15:46:00","Ewallet","6.00"
1002,"Irving","Fashion accessories","53.00",2,"2020-04-06","10:09:00","Ewallet","8.00"
1003,"Brownwood","Home and lifestyle","66.00",2,"2020-08-04","13:23:00","Ewallet","7.00"
1004,"Lewisville","Fashion accessories","36.00",1,"2022-10-18","19:24:00","Ewallet","7.00"
1005,"San Antonio","Home and lifestyle","50.00",3,"2023-10-30","19:04:00","Ewallet","7.00"
1006,"Burleson","Fashion accessories","75.00",1,"2021-06-17","08:53:00","Ewallet","9.00"
1007,"Fort Worth","Home and lifestyle","39.00",3,"2022-01-11","08:42:00","Ewallet","5.00"
1008,"Mansfield","Fashion accessories","56.00",2,"2022-04-27","20:48:00","Ewallet","6.00"
1009,"El Paso","Home and lifestyle","33.00",2,"2020-07-18","21:42:00","Ewallet","5.00"
1010,"Sugar Land","Fashion accessories","32.00",3,"2022-05-22","12:43:00","Ewallet","4.00"
1011,"Laredo","Home and lifestyle","30.00",3,"2021-03-10","18:19:00","Ewallet","7.00"
1012,"Frisco","Fashion accessories","31.00",3,"2020-12-24","09:52:00","Ewallet","6.00"
1013,"Cedar Park","Home and lifestyle","71.00",3,"2022-03-18","21:50:00","Ewallet","5.00"
1014,"Conroe","Fashion accessories","22.00",1,"2020-12-15","07:27:00","Ewallet","4.00"
1015,"Friendswood","Home and lifestyle","30.00",3,"2021-08-08","19:23:00","Ewallet","5.00"
1016,"Bedford","Fashion accessories","45.00",3,"2022-08-06","12:33:00","Ewallet","8.00"
1017,"Houston","Home and lifestyle","41.00",2,"2020-02-22","16:18:00","Ewallet","6.00"
1018,"Bryan","Fashion accessories","16.00",3,"2023-01-01","11:32:00","Ewallet","6.00"
1019,"Lancaster","Home and lifestyle","36.00",3,"2023-06-12","12:54:00","Ewallet","4.00"
1020,"Eagle Pass","Fashion accessories","47.00",1,"2022-11-30","06:21:00","Ewallet","8.00"
1021,"Weatherford","Home and lifestyle","84.00",3,"2023-06-17","07:13:00","Ewallet","9.00"
1022,"Sherman","Fashion accessories","31.00",2,"2020-09-03","11:49:00","Ewallet","5.00"
1023,"Edinburg","Home and lifestyle","32.00",2,"2020-09-22","22:47:00","Ewallet","8.00"
1024,"Weatherford","Fashion accessories","68.00",3,"2021-02-02","19:01:00","Ewallet","6.00"
1025,"Richardson","Home and lifestyle","67.00",2,"2022-09-21","18:26:00","Ewallet","4.00"
1026,"Rowlett","Fashion accessories","30.00",2,"2022-01-29","18:53:00","Ewallet","7.00"
1027,"Little Elm","Home and lifestyle","83.00",3,"2023-09-28","11:26:00","Ewallet","8.00"
9516,"Waco","Fashion accessories","45.00",1,"2021-10-04","12:38:00","Cash","7.00"
1028,"Lewisville","Fashion accessories","25.00",1,"2023-04-08","16:15:00","Ewallet","5.00"
1029,"Brownsville","Home and lifestyle","25.00",3,"2020-02-09","13:07:00","Ewallet","7.00"
1030,"Garland","Fashion accessories","19.00",1,"2021-03-30","17:25:00","Ewallet","9.00"
1031,"Irving","Home and lifestyle","20.00",3,"2022-09-19","17:55:00","Ewallet","6.00"
1032,"Bedford","Fashion accessories","78.00",3,"2020-05-08","14:49:00","Ewallet","8.00"
1033,"Cleburne","Home and lifestyle","28.00",1,"2021-11-10","08:07:00","Ewallet","8.00"
1034,"Weatherford","Fashion accessories","36.00",3,"2020-12-17","16:19:00","Ewallet","7.00"
1035,"Pharr","Home and lifestyle","21.00",3,"2023-05-03","07:32:00","Ewallet","6.00"
1036,"Bedford","Fashion accessories","70.00",3,"2022-03-13","12:01:00","Ewallet","5.00"
1037,"Farmers Branch","Home and lifestyle","27.00",3,"2020-03-21","12:01:00","Ewallet","5.00"
1038,"Carrollton","Fashion accessories","30.00",1,"2021-08-11","08:24:00","Ewallet","9.00"
1039,"Edinburg","Home and lifestyle","34.00",3,"2022-12-02","18:25:00","Ewallet","7.00"
1040,"Mesquite","Fashion accessories","85.00",2,"2021-08-06","12:08:00","Ewallet","7.00"
1041,"Amarillo","Home and lifestyle","29.00",1,"2021-01-16","22:05:00","Ewallet","4.00"
1042,"Weslaco","Fashion accessories","75.00",2,"2022-07-09","14:35:00","Cash","5.00"
1043,"New Braunfels","Home and lifestyle","79.00",3,"2022-05-31","21:01:00","Ewallet","9.00"
1044,"Farmers Branch","Fashion accessories","59.00",2,"2023-11-28","08:24:00","Ewallet","5.00"
1045,"Carrollton","Home and lifestyle","39.00",1,"2021-04-19","19:11:00","Ewallet","5.00"
1046,"Big Spring","Fashion accessories","28.00",2,"2023-07-06","13:53:00","Ewallet","7.00"
1047,"Brownwood","Home and lifestyle","55.00",1,"2023-01-30","20:20:00","Ewallet","5.00"
1048,"La Porte","Fashion accessories","43.00",2,"2022-09-28","11:11:00","Ewallet","7.00"
1049,"Weslaco","Home and lifestyle","75.00",1,"2021-04-05","12:15:00","Cash","8.00"
1050,"Weslaco","Fashion accessories","29.00",2,"2020-11-20","14:16:00","Cash","4.00"
1051,"Abilene","Home and lifestyle","49.00",1,"2023-11-15","20:27:00","Ewallet","6.00"
1052,"Weslaco","Fashion accessories","29.00",3,"2020-05-06","18:51:00","Cash","4.00"
1053,"Mesquite","Home and lifestyle","42.00",2,"2022-09-02","15:40:00","Ewallet","8.00"
1054,"Garland","Fashion accessories","68.00",2,"2023-09-08","07:16:00","Ewallet","7.00"
1055,"Waco","Home and lifestyle","53.00",1,"2023-04-04","18:56:00","Ewallet","4.00"
1056,"Alamo","Fashion accessories","58.00",1,"2022-03-01","17:20:00","Ewallet","6.00"
1057,"San Angelo","Home and lifestyle","44.00",3,"2023-11-01","22:50:00","Ewallet","6.00"
1058,"Canyon","Fashion accessories","40.00",3,"2022-11-24","08:26:00","Ewallet","8.00"
1059,"Lancaster","Home and lifestyle","62.00",1,"2021-04-19","17:37:00","Ewallet","5.00"
1060,"Port Arthur","Fashion accessories","33.00",3,"2022-07-20","20:10:00","Ewallet","7.00"
1061,"Sugar Land","Home and lifestyle","29.00",1,"2022-04-28","15:18:00","Ewallet","4.00"
1062,"League City","Fashion accessories","67.00",3,"2022-03-02","17:36:00","Ewallet","6.00"
1063,"Brownwood","Home and lifestyle","21.00",2,"2021-04-04","15:03:00","Ewallet","6.00"
1064,"League City","Fashion accessories","61.00",1,"2023-07-16","13:28:00","Ewallet","7.00"
1065,"Burleson","Home and lifestyle","64.00",3,"2021-10-09","19:17:00","Ewallet","6.00"
1066,"Eagle Pass","Fashion accessories","16.00",2,"2022-10-28","14:13:00","Ewallet","7.00"
1067,"Brownwood","Home and lifestyle","23.00",2,"2022-12-26","16:40:00","Ewallet","6.00"
1068,"Waco","Fashion accessories","54.00",1,"2020-06-09","18:29:00","Ewallet","8.00"
1069,"DeSoto","Home and lifestyle","78.00",3,"2023-03-05","18:35:00","Ewallet","7.00"
1070,"Rosenberg","Fashion accessories","50.00",1,"2021-08-14","17:08:00","Ewallet","4.00"
1071,"Lewisville","Home and lifestyle","66.00",2,"2020-06-08","13:26:00","Ewallet","6.00"
1072,"Victoria","Fashion accessories","71.00",1,"2020-05-22","16:07:00","Ewallet","4.00"
1073,"Eagle Pass","Home and lifestyle","36.00",2,"2023-08-21","11:06:00","Ewallet","5.00"
1074,"Texas City","Fashion accessories","67.00",3,"2022-11-07","15:36:00","Ewallet","4.00"
1075,"Euless","Home and lifestyle","34.00",2,"2020-02-23","20:46:00","Ewallet","8.00"
1076,"Houston","Fashion accessories","27.00",1,"2021-07-15","14:11:00","Ewallet","8.00"
1077,"Temple","Home and lifestyle","61.00",1,"2023-08-24","18:10:00","Ewallet","7.00"
1078,"Port Arthur","Fashion accessories","75.00",3,"2020-01-05","11:52:00","Ewallet","8.00"
1079,"San Marcos","Home and lifestyle","59.00",1,"2020-03-26","09:06:00","Ewallet","7.00"
1080,"Georgetown","Fashion accessories","62.00",3,"2022-05-02","06:28:00","Ewallet","5.00"
1081,"Pharr","Home and lifestyle","82.00",3,"2020-05-04","20:40:00","Ewallet","5.00"
1082,"Richardson","Fashion accessories","83.00",1,"2022-07-06","18:03:00","Ewallet","7.00"
1083,"Mansfield","Home and lifestyle","54.00",2,"2023-07-25","13:13:00","Ewallet","7.00"
1084,"Harlingen","Fashion accessories","57.00",1,"2021-08-17","09:21:00","Ewallet","6.00"
1085,"North Richland Hills","Home and lifestyle","32.00",2,"2022-05-06","08:02:00","Ewallet","7.00"
1086,"Waco","Fashion accessories","17.00",1,"2020-03-10","11:01:00","Ewallet","9.00"
